-0.05	-64.9987
-0.05	-64.9987
0.05	-64.9987
0.15	-64.9987
0.25	-64.9987
0.35	-64.9987
0.45	-64.9987
0.55	-64.9987
0.65	-64.9987
0.75	-64.9987
0.85	-64.9987
0.95	-64.9987
1.05	-64.9987
1.15	-64.9987
1.25	-64.9987
1.35	-64.9987
1.45	-64.9987
1.55	-64.9987
1.65	-64.9987
1.75	-64.9987
1.85	-64.9987
1.95	-64.9987
2.05	-64.9987
2.15	-64.9987
2.25	-64.9987
2.35	-64.9987
2.45	-64.9987
2.55	-64.9987
2.65	-64.9987
2.75	-64.9987
2.85	-64.9987
2.95	-64.9987
3.05	-64.9987
3.15	-64.9987
3.25	-64.9987
3.35	-64.9987
3.45	-64.9987
3.55	-64.9987
3.65	-64.9987
3.75	-64.9987
3.85	-64.9987
3.95	-64.9987
4.05	-64.9987
4.15	-64.9987
4.25	-64.9987
4.35	-64.9987
4.45	-64.9987
4.55	-64.9987
4.65	-64.9987
4.75	-64.9987
4.85	-64.9987
4.95	-64.9987
5.05	-64.9987
5.15	-64.9987
5.25	-64.9987
5.35	-64.9987
5.45	-64.9987
5.55	-64.9987
5.65	-64.9987
5.75	-64.9987
5.85	-64.9987
5.95	-64.9987
6.05	-64.9987
6.15	-64.9987
6.25	-64.9987
6.35	-64.9987
6.45	-64.9987
6.55	-64.9987
6.65	-64.9987
6.75	-64.9987
6.85	-64.9987
6.95	-64.9987
7.05	-64.9987
7.15	-64.9987
7.25	-64.9987
7.35	-64.9987
7.45	-64.9987
7.55	-64.9987
7.65	-64.9987
7.75	-64.9987
7.85	-64.9987
7.95	-64.9987
8.05	-64.9987
8.15	-64.9987
8.25	-64.9987
8.35	-64.9987
8.45	-64.9987
8.55	-64.9987
8.65	-64.9987
8.75	-64.9987
8.85	-64.9987
8.95	-64.9987
9.05	-64.9987
9.15	-64.9987
9.25	-64.9987
9.35	-64.9987
9.45	-64.9987
9.55	-64.9987
9.65	-64.9987
9.75	-64.9987
9.85	-64.9987
9.95	-64.9987
10.05	-64.9987
10.15	-64.9987
10.25	-64.9987
10.35	-64.9987
10.45	-64.9987
10.55	-64.9987
10.65	-64.9987
10.75	-64.9987
10.85	-64.9987
10.95	-64.9987
11.05	-64.9987
11.15	-64.9987
11.25	-64.9987
11.35	-64.9987
11.45	-64.9987
11.55	-64.9987
11.65	-64.9987
11.75	-64.9987
11.85	-64.9987
11.95	-64.9987
12.05	-64.9987
12.15	-64.9987
12.25	-64.9987
12.35	-64.9987
12.45	-64.9987
12.55	-64.9987
12.65	-64.9987
12.75	-64.9987
12.85	-64.9987
12.95	-64.9987
13.05	-64.9987
13.15	-64.9987
13.25	-64.9987
13.35	-64.9987
13.45	-64.9987
13.55	-64.9987
13.65	-64.9987
13.75	-64.9987
13.85	-64.9987
13.95	-64.9987
14.05	-64.9987
14.15	-64.9987
14.25	-64.9987
14.35	-64.9987
14.45	-64.9987
14.55	-64.9987
14.65	-64.9987
14.75	-64.9987
14.85	-64.9987
14.95	-64.9987
15.05	-64.9987
15.15	-64.9987
15.25	-64.9987
15.35	-64.9987
15.45	-64.9987
15.55	-64.9987
15.65	-64.9987
15.75	-64.9987
15.85	-64.9987
15.95	-64.9987
16.05	-64.9987
16.15	-64.9987
16.25	-64.9987
16.35	-64.9987
16.45	-64.9987
16.55	-64.9987
16.65	-64.9987
16.75	-64.9987
16.85	-64.9987
16.95	-64.9987
17.05	-64.9987
17.15	-64.9987
17.25	-64.9987
17.35	-64.9987
17.45	-64.9987
17.55	-64.9987
17.65	-64.9987
17.75	-64.9987
17.85	-64.9987
17.95	-64.9987
18.05	-64.9987
18.15	-64.9987
18.25	-64.9987
18.35	-64.9987
18.45	-64.9987
18.55	-64.9987
18.65	-64.9987
18.75	-64.9987
18.85	-64.9987
18.95	-64.9987
19.05	-64.9987
19.15	-64.9987
19.25	-64.9987
19.35	-64.9987
19.45	-64.9987
19.55	-64.9987
19.65	-64.9987
19.75	-64.9987
19.85	-64.9987
19.95	-64.9987
20.05	-64.9987
20.15	-64.9987
20.25	-64.9987
20.35	-64.9987
20.45	-64.9987
20.55	-64.9987
20.65	-64.9987
20.75	-64.9987
20.85	-64.9987
20.95	-64.9987
21.05	-64.9987
21.15	-64.9987
21.25	-64.9987
21.35	-64.9987
21.45	-64.9987
21.55	-64.9987
21.65	-64.9987
21.75	-64.9987
21.85	-64.9987
21.95	-64.9987
22.05	-64.9987
22.15	-64.9987
22.25	-64.9987
22.35	-64.9987
22.45	-64.9987
22.55	-64.9987
22.65	-64.9987
22.75	-64.9987
22.85	-64.9987
22.95	-64.9987
23.05	-64.9987
23.15	-64.9987
23.25	-64.9987
23.35	-64.9987
23.45	-64.9987
23.55	-64.9987
23.65	-64.9987
23.75	-64.9987
23.85	-64.9987
23.95	-64.9987
24.05	-64.9987
24.15	-64.9987
24.25	-64.9987
24.35	-64.9987
24.45	-64.9987
24.55	-64.9987
24.65	-64.9987
24.75	-64.9987
24.85	-64.9987
24.95	-64.9987
25.05	-64.9987
25.15	-64.9987
25.25	-64.9987
25.35	-64.9987
25.45	-64.9987
25.55	-64.9987
25.65	-64.9987
25.75	-64.9987
25.85	-64.9987
